Crop,Province,Year,Volume_Production,Area_Planted_Harvested
Mango,Basilan,2017,67.05,6
Mango,Basilan,2018,71.84,6
Mango,Basilan,2019,85.56,6
Mango,Basilan,2020,89.46,6
Mango,Basilan,2021,89.76,6
Mango,Basilan,2022,92.07,6
Mango,Basilan,2023,92.9,6
Mango,Basilan,2024,92.61,6
Mango,Bataan,2010,761.7,6
Mango,Bataan,2011,690,6
Mango,Bataan,2012,620,6
Mango,Bataan,2013,598,6
Mango,Bataan,2014,604,6
Mango,Bataan,2015,577,6
Mango,Bataan,2016,540,6
Mango,Bataan,2017,577.45,6
Mango,Bataan,2018,573.2,6
Mango,Bataan,2019,636.89,6
Mango,Bataan,2020,670.91,6
Mango,Bataan,2021,799.18,6
Mango,Bataan,2022,805.33,6
Mango,Bataan,2023,817.45,6
Mango,Bataan,2024,830.69,6
Mango,Batanes,2012,58.79,6
Mango,Batanes,2013,60.16,6
Mango,Batanes,2014,42.2,6
Mango,Batanes,2015,18.4,6
Mango,Batanes,2016,6.5,6
Mango,Batanes,2017,0.5,6
Mango,Batanes,2018,0.55,6
Mango,Batanes,2019,0.53,6
Mango,Batanes,2020,0.54,6
Mango,Batanes,2021,0.56,6
Mango,Batanes,2022,0.28,6
Mango,Batanes,2023,0.52,6
Mango,Batanes,2024,0.3,6
Mango,Batangas,2010,5001.6,6
Mango,Batangas,2011,6202.5,6
Mango,Batangas,2012,6601.8,6
Mango,Batangas,2013,6001.5,6
Mango,Batangas,2014,7501,6
Mango,Batangas,2015,11407.7,6
Mango,Batangas,2016,11470.6,6
Mango,Batangas,2017,9922.94,6
Mango,Batangas,2018,10418.98,6
Mango,Batangas,2019,11290.52,6
Mango,Batangas,2020,9902.22,6
Mango,Batangas,2021,7421.33,6
Mango,Batangas,2022,7165.02,6
Mango,Batangas,2023,6851.12,6
Mango,Batangas,2024,1252.28,6
Mango,Benguet,2024,7.66,6
Mango,Biliran,2010,30.83,6
Mango,Biliran,2011,30.93,6
Mango,Biliran,2012,30.97,6
Mango,Biliran,2013,29.74,6
Mango,Biliran,2014,26.35,6
Mango,Biliran,2015,26.63,6
Mango,Biliran,2016,37.37,6
Mango,Biliran,2017,38.59,6
Mango,Biliran,2018,42.62,6
Mango,Biliran,2019,46.95,6
Mango,Biliran,2020,49.64,6
Mango,Biliran,2021,61.82,6
Mango,Biliran,2022,56.3,6
Mango,Biliran,2023,123.41,6
Mango,Biliran,2024,73.65,6
Mango,Bohol,2010,139.66,6
Mango,Bohol,2011,136.01,6
Mango,Bohol,2012,138.48,6
Mango,Bohol,2013,137.98,6
Mango,Bohol,2014,177.47,6
Mango,Bohol,2015,214.02,6
Mango,Bohol,2016,128.3,6
Mango,Bohol,2017,111.22,6
Mango,Bohol,2018,104.11,6
Mango,Bohol,2019,119.21,6
Mango,Bohol,2020,91.47,6
Mango,Bohol,2021,63.23,6
Mango,Bohol,2022,6.54,6
Mango,Bohol,2023,87.64,6
Mango,Bohol,2024,71.1,6
Mango,Bukidnon,2010,257.5,6
Mango,Bukidnon,2011,230,6
Mango,Bukidnon,2012,184,6
Mango,Bukidnon,2013,156,6
Mango,Bukidnon,2014,141,6
Mango,Bukidnon,2015,144,6
Mango,Bukidnon,2016,148,6
Mango,Bukidnon,2017,144.5,6
Mango,Bukidnon,2018,148.17,6
Mango,Bukidnon,2019,144,6
Mango,Bukidnon,2020,143.93,6
Mango,Bukidnon,2021,124.74,6
Mango,Bukidnon,2022,118.6,6
Mango,Bukidnon,2023,129.77,6
Mango,Bukidnon,2024,128.4,6
Mango,Bulacan,2010,530,6
Mango,Bulacan,2011,426,6
Mango,Bulacan,2012,367,6
Mango,Bulacan,2013,482,6
Mango,Bulacan,2014,475,6
Mango,Bulacan,2015,484,6
Mango,Bulacan,2016,482,6
Mango,Bulacan,2017,519,6
Mango,Bulacan,2018,510,6
Mango,Bulacan,2019,533.13,6
Mango,Bulacan,2020,519.15,6
Mango,Bulacan,2021,474.9,6
Mango,Bulacan,2022,541.17,6
Mango,Bulacan,2023,529.74,6
Mango,Bulacan,2024,27.75,6
Mango,Cagayan,2010,4703.42,6
Mango,Cagayan,2011,5542.22,6
Mango,Cagayan,2012,4495.35,6
Mango,Cagayan,2013,5166.63,6
Mango,Cagayan,2014,5673.05,6
Mango,Cagayan,2015,6093.69,6
Mango,Cagayan,2016,6804.7,6
Mango,Cagayan,2017,3558.68,6
Mango,Cagayan,2018,3907.88,6
Mango,Cagayan,2019,3270.95,6
Mango,Cagayan,2020,3581.47,6
Mango,Cagayan,2021,3953.95,6
Mango,Cagayan,2022,3841.21,6
Mango,Cagayan,2023,3994.84,6
Mango,Cagayan,2024,114.99,6
Mango,Camarines Norte,2010,618,6
Mango,Camarines Norte,2011,636,6
Mango,Camarines Norte,2012,656,6
Mango,Camarines Norte,2013,675.82,6
Mango,Camarines Norte,2014,646.45,6
Mango,Camarines Norte,2015,679.53,6
Mango,Camarines Norte,2016,932.88,6
Mango,Camarines Norte,2017,948.06,6
Mango,Camarines Norte,2018,1355.42,6
Mango,Camarines Norte,2019,1048.2,6
Mango,Camarines Norte,2020,863.95,6
Mango,Camarines Norte,2021,1038.85,6
Mango,Camarines Norte,2022,1031.18,6
Mango,Camarines Norte,2023,634.71,6
Mango,Camarines Sur,2010,72,6
Mango,Camarines Sur,2011,66.68,6
Mango,Camarines Sur,2012,69.03,6
Mango,Camarines Sur,2013,81.88,6
Mango,Camarines Sur,2014,97.2,6
Mango,Camarines Sur,2015,104.81,6
Mango,Camarines Sur,2016,108.95,6
Mango,Camarines Sur,2017,92.72,6
Mango,Camarines Sur,2018,147.74,6
Mango,Camarines Sur,2019,183.66,6
Mango,Camarines Sur,2020,208.53,6
Mango,Camarines Sur,2021,59.47,6
Mango,Camarines Sur,2022,68.35,6
Mango,Camarines Sur,2023,138.64,6
Mango,Camarines Sur,2024,1.61,6
Mango,Camiguin,2010,83.43,6
Mango,Camiguin,2011,83.97,6
Mango,Camiguin,2012,84.96,6
Mango,Camiguin,2013,85.62,6
Mango,Camiguin,2014,73.46,6
Mango,Camiguin,2015,70.28,6
Mango,Camiguin,2016,78.43,6
Mango,Camiguin,2017,87.77,6
Mango,Camiguin,2018,97.66,6
Mango,Camiguin,2019,102.49,6
Mango,Camiguin,2020,88.22,6
Mango,Camiguin,2021,66.25,6
Mango,Camiguin,2022,73.57,6
Mango,Camiguin,2023,26.26,6
Mango,Camiguin,2024,57.06,6
Mango,Capiz,2010,67.23,6
Mango,Capiz,2011,66.65,6
Mango,Capiz,2012,66.86,6
Mango,Capiz,2013,70.05,6
Mango,Capiz,2014,30.86,6
Mango,Capiz,2015,43.76,6
Mango,Capiz,2016,45.73,6
Mango,Capiz,2017,46.19,6
Mango,Capiz,2018,44.57,6
Mango,Capiz,2019,66.97,6
Mango,Capiz,2020,62.85,6
Mango,Capiz,2021,55.04,6
Mango,Capiz,2022,52.08,6
Mango,Capiz,2023,53.98,6
Mango,Capiz,2024,16.37,6
Mango,Catanduanes,2010,5.8,6
Mango,Catanduanes,2011,5.6,6
Mango,Catanduanes,2012,5.37,6
Mango,Catanduanes,2013,5.36,6
Mango,Catanduanes,2014,5.22,6
Mango,Catanduanes,2015,5.27,6
Mango,Catanduanes,2016,5.13,6
Mango,Catanduanes,2017,3.8,6
Mango,Catanduanes,2018,3.99,6
Mango,Catanduanes,2019,4.01,6
Mango,Catanduanes,2020,3.78,6
Mango,Catanduanes,2021,0.09,6
Mango,Catanduanes,2022,0.19,6
Mango,Catanduanes,2023,0.7,6
Mango,Catanduanes,2024,0.92,6
Mango,Cavite,2010,611.65,6
Mango,Cavite,2011,596.31,6
Mango,Cavite,2012,850.1,6
Mango,Cavite,2013,673.79,6
Mango,Cavite,2014,726.46,6
Mango,Cavite,2015,684.99,6
Mango,Cavite,2016,590.04,6
Mango,Cavite,2017,382.48,6
Mango,Cavite,2018,251.87,6
Mango,Cavite,2019,246.43,6
Mango,Cavite,2020,194.92,6
Mango,Cavite,2021,166.53,6
Mango,Cavite,2022,172.1,6
Mango,Cavite,2023,159.11,6
Mango,Cavite,2024,117.11,6
Mango,Cebu,2010,1522.16,6
Mango,Cebu,2011,1424.96,6
Mango,Cebu,2012,1581.16,6
Mango,Cebu,2013,1613.29,6
Mango,Cebu,2014,1764.14,6
Mango,Cebu,2015,2212.46,6
Mango,Cebu,2016,2103.94,6
Mango,Cebu,2017,2168.13,6
Mango,Cebu,2018,2292.37,6
Mango,Cebu,2019,2665.39,6
Mango,Cebu,2020,2616.46,6
Mango,Cebu,2021,2729,6
Mango,Cebu,2022,2231.6,6
Mango,Cebu,2023,2345.55,6
Mango,Cebu,2024,2144.26,6
Mango,City of Davao,2010,2542.96,6
Mango,City of Davao,2011,2243.03,6
Mango,City of Davao,2012,1811.96,6
Mango,City of Davao,2013,1786.78,6
Mango,City of Davao,2014,1788.62,6
Mango,City of Davao,2015,1786.67,6
Mango,City of Davao,2016,1759.64,6
Mango,City of Davao,2017,1745.22,6
Mango,City of Davao,2018,1749.53,6
Mango,City of Davao,2019,1750.66,6
Mango,City of Davao,2020,1752.1,6
Mango,City of Davao,2021,1765.78,6
Mango,City of Davao,2022,1690.86,6
Mango,City of Zamboanga,2010,3720.3,6
Mango,City of Zamboanga,2011,3866.28,6
Mango,City of Zamboanga,2012,3881.14,6
Mango,City of Zamboanga,2013,3856.66,6
Mango,City of Zamboanga,2014,3949.07,6
Mango,City of Zamboanga,2015,4046.76,6
Mango,City of Zamboanga,2016,3614.48,6
Mango,City of Zamboanga,2017,3309.43,6
Mango,City of Zamboanga,2018,3408.64,6
Mango,City of Zamboanga,2019,3453,6
Mango,City of Zamboanga,2020,3563.32,6
Mango,City of Zamboanga,2021,3609.07,6
Mango,City of Zamboanga,2022,3630.56,6
Mango,Cotabato,2010,4415.06,6
Mango,Cotabato,2011,4276.83,6
Mango,Cotabato,2012,4242.57,6
Mango,Cotabato,2013,4254.93,6
Mango,Cotabato,2014,4315.61,6
Mango,Cotabato,2015,4306.44,6
Mango,Cotabato,2016,3694.94,6
Mango,Cotabato,2017,3689.27,6
Mango,Cotabato,2018,3774.71,6
Mango,Cotabato,2019,3865.06,6
Mango,Cotabato,2020,4068.42,6
Mango,Cotabato,2021,3237.17,6
Mango,Cotabato,2022,3312.21,6
Mango,Cotabato,2023,3392.95,6
Mango,Cotabato,2024,3596.64,6
Mango,Davao Occidental,2020,623.64,6
Mango,Davao Occidental,2021,629.3,6
Mango,Davao Occidental,2022,633.85,6
Mango,Davao Occidental,2023,628.71,6
Mango,Davao Occidental,2024,623.87,6
Mango,Davao Oriental,2010,83.37,6
Mango,Davao Oriental,2011,109.93,6
Mango,Davao Oriental,2012,168.36,6
Mango,Davao Oriental,2013,167.53,6
Mango,Davao Oriental,2014,178.1,6
Mango,Davao Oriental,2015,222.22,6
Mango,Davao Oriental,2016,219.84,6
Mango,Davao Oriental,2017,221.36,6
Mango,Davao Oriental,2018,225.04,6
Mango,Davao Oriental,2019,221.11,6
Mango,Davao Oriental,2020,217.99,6
Mango,Davao Oriental,2021,214.48,6
Mango,Davao Oriental,2022,209.47,6
Mango,Davao Oriental,2023,209.05,6
Mango,Davao Oriental,2024,195.02,6
Mango,Davao de Oro,2010,372.58,6
Mango,Davao de Oro,2011,109.68,6
Mango,Davao de Oro,2012,99.56,6
Mango,Davao de Oro,2013,13.37,6
Mango,Davao de Oro,2014,23.27,6
Mango,Davao de Oro,2015,32.96,6
Mango,Davao de Oro,2016,28.14,6
Mango,Davao de Oro,2017,16.77,6
Mango,Davao de Oro,2018,15.79,6
Mango,Davao de Oro,2019,16.03,6
Mango,Davao de Oro,2020,15.85,6
Mango,Davao de Oro,2021,15.83,6
Mango,Davao de Oro,2022,15.3,6
Mango,Davao de Oro,2023,13.12,6
Mango,Davao de Oro,2024,14.98,6
Mango,Davao del Norte,2010,231.61,6
Mango,Davao del Norte,2011,231.39,6
Mango,Davao del Norte,2012,235.11,6
Mango,Davao del Norte,2013,235.85,6
Mango,Davao del Norte,2014,240.39,6
Mango,Davao del Norte,2015,252.03,6
Mango,Davao del Norte,2016,256.01,6
Mango,Davao del Norte,2017,248.14,6
Mango,Davao del Norte,2018,242.38,6
Mango,Davao del Norte,2019,234.84,6
Mango,Davao del Norte,2020,239.73,6
Mango,Davao del Norte,2021,232.22,6
Mango,Davao del Norte,2022,230.08,6
Mango,Davao del Norte,2023,231.4,6
Mango,Davao del Norte,2024,234.44,6
Mango,Davao del Sur,2010,904.48,6
Mango,Davao del Sur,2011,895.09,6
Mango,Davao del Sur,2012,900.41,6
Mango,Davao del Sur,2013,937.79,6
Mango,Davao del Sur,2014,960.03,6
Mango,Davao del Sur,2015,954.17,6
Mango,Davao del Sur,2016,948.63,6
Mango,Davao del Sur,2017,947.92,6
Mango,Davao del Sur,2018,950.76,6
Mango,Davao del Sur,2019,913.9,6
Mango,Davao del Sur,2020,911.44,6
Mango,Davao del Sur,2021,910.54,6
Mango,Davao del Sur,2022,903.16,6
Mango,Davao del Sur,2023,2524.32,6
Mango,Davao del Sur,2024,2545.5,6
Mango,Dinagat Islands,2013,21.25,6
Mango,Dinagat Islands,2014,18,6
Mango,Dinagat Islands,2015,29.35,6
Mango,Dinagat Islands,2016,30.38,6
Mango,Dinagat Islands,2017,26.04,6
Mango,Dinagat Islands,2018,28.08,6
Mango,Dinagat Islands,2019,28.48,6
Mango,Dinagat Islands,2020,25.19,6
Mango,Dinagat Islands,2021,21.15,6
Mango,Dinagat Islands,2022,3.14,6
Mango,Dinagat Islands,2023,7.28,6
Mango,Dinagat Islands,2024,1.8,6
Mango,Eastern Samar,2010,42.65,6
Mango,Eastern Samar,2011,41.66,6
Mango,Eastern Samar,2012,42.43,6
Mango,Eastern Samar,2013,53.15,6
Mango,Eastern Samar,2014,45.39,6
Mango,Eastern Samar,2015,22.48,6
Mango,Eastern Samar,2016,20.68,6
Mango,Eastern Samar,2017,24.27,6
Mango,Eastern Samar,2018,18.72,6
Mango,Eastern Samar,2019,19.85,6
Mango,Eastern Samar,2020,12.06,6
Mango,Eastern Samar,2021,11.33,6
Mango,Eastern Samar,2022,12.03,6
Mango,Eastern Samar,2023,57.3,6
Mango,Eastern Samar,2024,12.98,6
Mango,Guimaras,2010,19.22,6
Mango,Guimaras,2011,20,6
Mango,Guimaras,2012,19.06,6
Mango,Guimaras,2013,20.83,6
Mango,Guimaras,2014,36.04,6
Mango,Guimaras,2015,68.73,6
Mango,Guimaras,2016,66.26,6
Mango,Guimaras,2017,68.74,6
Mango,Guimaras,2018,60.76,6
Mango,Guimaras,2019,67.99,6
Mango,Guimaras,2020,65.98,6
Mango,Guimaras,2021,61.7,6
Mango,Guimaras,2022,57.26,6
Mango,Guimaras,2023,68.42,6
Mango,Guimaras,2024,70.02,6
Mango,Ifugao,2010,19.1,6
Mango,Ifugao,2011,17.26,6
Mango,Ifugao,2012,18.4,6
Mango,Ifugao,2013,18.6,6
Mango,Ifugao,2014,22.46,6
Mango,Ifugao,2015,21.92,6
Mango,Ifugao,2016,22.65,6
Mango,Ifugao,2017,15.42,6
Mango,Ifugao,2018,18.38,6
Mango,Ifugao,2019,24.43,6
Mango,Ifugao,2020,16.84,6
Mango,Ifugao,2021,29.6,6
Mango,Ifugao,2022,35.4,6
Mango,Ifugao,2023,37.51,6
Mango,Ifugao,2024,21.25,6
Mango,Ilocos Norte,2010,10838.56,6
Mango,Ilocos Norte,2011,12234.4,6
Mango,Ilocos Norte,2012,12013.13,6
Mango,Ilocos Norte,2013,12587.11,6
Mango,Ilocos Norte,2014,12426.94,6
Mango,Ilocos Norte,2015,12128.4,6
Mango,Ilocos Norte,2016,11529.57,6
Mango,Ilocos Norte,2017,11174.24,6
Mango,Ilocos Norte,2018,10676.14,6
Mango,Ilocos Norte,2019,9732.16,6
Mango,Ilocos Norte,2020,8984.54,6
Mango,Ilocos Norte,2021,8198.32,6
Mango,Ilocos Norte,2022,7872.27,6
Mango,Ilocos Norte,2023,7728.3,6
Mango,Ilocos Norte,2024,7715.21,6
Mango,Ilocos Sur,2010,2120.96,6
Mango,Ilocos Sur,2011,2462.04,6
Mango,Ilocos Sur,2012,2641.66,6
Mango,Ilocos Sur,2013,2883.58,6
Mango,Ilocos Sur,2014,2933.27,6
Mango,Ilocos Sur,2015,3013.3,6
Mango,Ilocos Sur,2016,2935.03,6
Mango,Ilocos Sur,2017,2817.75,6
Mango,Ilocos Sur,2018,2987.36,6
Mango,Ilocos Sur,2019,3167.6,6
Mango,Ilocos Sur,2020,3234.8,6
Mango,Ilocos Sur,2021,3635.53,6
Mango,Ilocos Sur,2022,4026.47,6
Mango,Ilocos Sur,2023,4148.84,6
Mango,Ilocos Sur,2024,4308.83,6
Mango,Iloilo,2010,405.5,6
Mango,Iloilo,2011,460.8,6
Mango,Iloilo,2012,437.75,6
Mango,Iloilo,2013,604.6,6
Mango,Iloilo,2014,531,6
Mango,Iloilo,2015,673.8,6
Mango,Iloilo,2016,783.68,6
Mango,Iloilo,2017,928.65,6
Mango,Iloilo,2018,1101.02,6
Mango,Iloilo,2019,1310.6,6
Mango,Iloilo,2020,1156.85,6
Mango,Iloilo,2021,1041.45,6
Mango,Iloilo,2022,1071.65,6
Mango,Iloilo,2023,1267.83,6
Mango,Iloilo,2024,157.45,6
Mango,Isabela,2010,7413.05,6
Mango,Isabela,2011,4806.63,6
Mango,Isabela,2012,2147.64,6
Mango,Isabela,2013,2698.44,6
Mango,Isabela,2014,4403.22,6
Mango,Isabela,2015,5408.3,6
Mango,Isabela,2016,4843.39,6
Mango,Isabela,2017,3287.4,6
Mango,Isabela,2018,2819.27,6
Mango,Isabela,2019,2440.36,6
Mango,Isabela,2020,2479.12,6
Mango,Isabela,2021,2481.71,6
Mango,Isabela,2022,2456.9,6
Mango,Isabela,2023,2514.64,6
Mango,Isabela,2024,2459.71,6
Mango,Kalinga,2010,3.4,6
Mango,Kalinga,2011,3.3,6
Mango,Kalinga,2012,2.65,6
Mango,Kalinga,2013,10.75,6
Mango,Kalinga,2014,11.7,6
Mango,Kalinga,2015,12,6
Mango,Kalinga,2016,15.55,6
Mango,Kalinga,2017,5,6
Mango,Kalinga,2018,12,6
Mango,Kalinga,2019,20,6
Mango,Kalinga,2020,25.75,6
Mango,Kalinga,2021,20.97,6
Mango,Kalinga,2022,25.8,6
Mango,Kalinga,2023,29.68,6
Mango,Kalinga,2024,29.2,6
Mango,La Union,2010,412.99,6
Mango,La Union,2011,410.87,6
Mango,La Union,2012,416.83,6
Mango,La Union,2013,450.79,6
Mango,La Union,2014,447.2,6
Mango,La Union,2015,431.96,6
Mango,La Union,2016,382.82,6
Mango,La Union,2017,412.6,6
Mango,La Union,2018,453.34,6
Mango,La Union,2019,505.3,6
Mango,La Union,2020,463.49,6
Mango,La Union,2021,405.14,6
Mango,La Union,2022,422.79,6
Mango,La Union,2023,358.44,6
Mango,La Union,2024,245.85,6
Mango,Laguna,2010,256.05,6
Mango,Laguna,2011,258.01,6
Mango,Laguna,2012,252.26,6
Mango,Laguna,2013,259.86,6
Mango,Laguna,2014,285.85,6
Mango,Laguna,2015,28.5,6
Mango,Laguna,2016,142.75,6
Mango,Laguna,2017,144.5,6
Mango,Laguna,2018,161.28,6
Mango,Laguna,2019,171.92,6
Mango,Laguna,2020,176.49,6
Mango,Laguna,2021,183.91,6
Mango,Laguna,2022,184.34,6
Mango,Laguna,2023,210.83,6
Mango,Laguna,2024,43.44,6
Mango,Lanao del Norte,2010,1305,6
Mango,Lanao del Norte,2011,1346,6
Mango,Lanao del Norte,2012,1391,6
Mango,Lanao del Norte,2013,1408,6
Mango,Lanao del Norte,2014,1458,6
Mango,Lanao del Norte,2015,1521,6
Mango,Lanao del Norte,2016,1618.15,6
Mango,Lanao del Norte,2017,1607.55,6
Mango,Lanao del Norte,2018,1696.35,6
Mango,Lanao del Norte,2019,1841,6
Mango,Lanao del Norte,2020,1845,6
Mango,Lanao del Norte,2021,1873,6
Mango,Lanao del Norte,2022,1841,6
Mango,Lanao del Norte,2023,1892.71,6
Mango,Lanao del Norte,2024,1828,6
Mango,Lanao del Sur,2010,25.35,6
Mango,Lanao del Sur,2011,25.63,6
Mango,Lanao del Sur,2012,26.1,6
Mango,Lanao del Sur,2013,23.7,6
Mango,Lanao del Sur,2014,24.66,6
Mango,Lanao del Sur,2015,26.6,6
Mango,Lanao del Sur,2016,26.92,6
Mango,Lanao del Sur,2017,27.03,6
Mango,Lanao del Sur,2018,26.8,6
Mango,Lanao del Sur,2019,27.06,6
Mango,Lanao del Sur,2020,27.24,6
Mango,Lanao del Sur,2021,27.22,6
Mango,Lanao del Sur,2022,27.04,6
Mango,Lanao del Sur,2023,36.32,6
Mango,Lanao del Sur,2024,70.48,6
Mango,Leyte,2010,93.26,6
Mango,Leyte,2011,90.45,6
Mango,Leyte,2012,89.31,6
Mango,Leyte,2013,86.21,6
Mango,Leyte,2014,25.35,6
Mango,Leyte,2015,28.25,6
Mango,Leyte,2016,29.22,6
Mango,Leyte,2017,27.96,6
Mango,Leyte,2018,28.99,6
Mango,Leyte,2019,30.59,6
Mango,Leyte,2020,30.39,6
Mango,Leyte,2021,30,6
Mango,Leyte,2022,28.52,6
Mango,Leyte,2023,78.01,6
Mango,Leyte,2024,35.48,6
Mango,Maguindanao,2010,1905.35,6
Mango,Maguindanao,2011,2034.54,6
Mango,Maguindanao,2012,2202.93,6
Mango,Maguindanao,2013,2804.52,6
Mango,Maguindanao,2014,2780,6
Mango,Maguindanao,2015,2932.1,6
Mango,Maguindanao,2016,3284.33,6
Mango,Maguindanao,2017,3591.95,6
Mango,Maguindanao,2018,4287.5,6
Mango,Maguindanao,2019,4611.2,6
Mango,Maguindanao,2020,4785.05,6
Mango,Maguindanao,2021,4981.42,6
Mango,Maguindanao,2022,5032.16,6
Mango,Maguindanao,2023,3958.9,6
Mango,Maguindanao,2024,4297.77,6
Mango,Marinduque,2010,29.03,6
Mango,Marinduque,2011,26.5,6
Mango,Marinduque,2012,21.42,6
Mango,Marinduque,2013,17.49,6
Mango,Marinduque,2014,18.36,6
Mango,Marinduque,2015,18.01,6
Mango,Marinduque,2016,13.59,6
Mango,Marinduque,2017,10.57,6
Mango,Marinduque,2018,10.79,6
Mango,Marinduque,2019,11.24,6
Mango,Marinduque,2020,10.7,6
Mango,Marinduque,2021,10.47,6
Mango,Marinduque,2022,9.6,6
Mango,Marinduque,2023,13.6,6
Mango,Marinduque,2024,10.66,6
Mango,Masbate,2010,177.64,6
Mango,Masbate,2011,155.07,6
Mango,Masbate,2012,169.73,6
Mango,Masbate,2013,173.86,6
Mango,Masbate,2014,192.63,6
Mango,Masbate,2015,197.89,6
Mango,Masbate,2016,188.84,6
Mango,Masbate,2017,184.86,6
Mango,Masbate,2018,181.26,6
Mango,Masbate,2019,192.06,6
Mango,Masbate,2020,182.1,6
Mango,Masbate,2021,178.94,6
Mango,Masbate,2022,178.34,6
Mango,Masbate,2023,178.29,6
Mango,Masbate,2024,176.46,6
Mango,Misamis Occidental,2010,209.12,6
Mango,Misamis Occidental,2011,221.06,6
Mango,Misamis Occidental,2012,225.91,6
Mango,Misamis Occidental,2013,241.11,6
Mango,Misamis Occidental,2014,256.4,6
Mango,Misamis Occidental,2015,325.91,6
Mango,Misamis Occidental,2016,338.9,6
Mango,Misamis Occidental,2017,333.48,6
Mango,Misamis Occidental,2018,339.4,6
Mango,Misamis Occidental,2019,344.3,6
Mango,Misamis Occidental,2020,351.33,6
Mango,Misamis Occidental,2021,357.2,6
Mango,Misamis Occidental,2022,367.77,6
Mango,Misamis Occidental,2023,372.02,6
Mango,Misamis Occidental,2024,380.7,6
Mango,Misamis Oriental,2010,581.1,6
Mango,Misamis Oriental,2011,466.9,6
Mango,Misamis Oriental,2012,534,6
Mango,Misamis Oriental,2013,601,6
Mango,Misamis Oriental,2014,630,6
Mango,Misamis Oriental,2015,658,6
Mango,Misamis Oriental,2016,646,6
Mango,Misamis Oriental,2017,621.17,6
Mango,Misamis Oriental,2018,636.1,6
Mango,Misamis Oriental,2019,690.9,6
Mango,Misamis Oriental,2020,693.17,6
Mango,Misamis Oriental,2021,714.03,6
Mango,Misamis Oriental,2022,735.57,6
Mango,Misamis Oriental,2023,1024.33,6
Mango,Misamis Oriental,2024,771.62,6
Mango,Mountain Province,2010,47.42,6
Mango,Mountain Province,2011,59.06,6
Mango,Mountain Province,2012,59.9,6
Mango,Mountain Province,2013,62.89,6
Mango,Mountain Province,2014,61.68,6
Mango,Mountain Province,2015,55.78,6
Mango,Mountain Province,2016,60.46,6
Mango,Mountain Province,2017,58.31,6
Mango,Mountain Province,2018,61.11,6
Mango,Mountain Province,2019,71.25,6
Mango,Mountain Province,2020,76.47,6
Mango,Mountain Province,2021,69.73,6
Mango,Mountain Province,2022,60.7,6
Mango,Mountain Province,2023,62.45,6
Mango,Mountain Province,2024,42.77,6
Mango,Negros Occidental,2010,2205.9,6
Mango,Negros Occidental,2011,2330.8,6
Mango,Negros Occidental,2012,2408.19,6
Mango,Negros Occidental,2013,2315.49,6
Mango,Negros Occidental,2014,2399.07,6
Mango,Negros Occidental,2015,2645.95,6
Mango,Negros Occidental,2016,2487.12,6
Mango,Negros Occidental,2017,2363.76,6
Mango,Negros Occidental,2018,2352.8,6
Mango,Negros Occidental,2019,3004.87,6
Mango,Negros Occidental,2020,2894.69,6
Mango,Negros Occidental,2021,2843.6,6
Mango,Negros Occidental,2022,2787.56,6
Mango,Negros Occidental,2023,3187.67,6
Mango,Negros Occidental a/,2024,1594.84,6
Mango,Negros Oriental,2010,1882.93,6
Mango,Negros Oriental,2011,1618.89,6
Mango,Negros Oriental,2012,1698.16,6
Mango,Negros Oriental,2013,1707.81,6
Mango,Negros Oriental,2014,1777.31,6
Mango,Negros Oriental,2015,1873.88,6
Mango,Negros Oriental,2016,1542.27,6
Mango,Negros Oriental,2017,1456.37,6
Mango,Negros Oriental,2018,1210.8,6
Mango,Negros Oriental,2019,1247.72,6
Mango,Negros Oriental,2020,1133.12,6
Mango,Negros Oriental,2021,951.29,6
Mango,Negros Oriental,2022,482.38,6
Mango,Negros Oriental,2023,662.15,6
Mango,Negros Oriental b/,2024,572.43,6
Mango,Northern Samar,2010,20.56,6
Mango,Northern Samar,2011,21.07,6
Mango,Northern Samar,2012,21.63,6
Mango,Northern Samar,2013,22.1,6
Mango,Northern Samar,2014,22.64,6
Mango,Northern Samar,2015,20.83,6
Mango,Northern Samar,2016,18.44,6
Mango,Northern Samar,2017,18.3,6
Mango,Northern Samar,2018,18.32,6
Mango,Northern Samar,2019,18.56,6
Mango,Northern Samar,2020,18.21,6
Mango,Northern Samar,2021,15.73,6
Mango,Northern Samar,2022,14.56,6
Mango,Northern Samar,2023,9.21,6
Mango,Northern Samar,2024,5,6
Mango,Nueva Ecija,2010,2563,6
Mango,Nueva Ecija,2011,2662.32,6
Mango,Nueva Ecija,2012,2651.75,6
Mango,Nueva Ecija,2013,2717.8,6
Mango,Nueva Ecija,2014,2675.46,6
Mango,Nueva Ecija,2015,2721.94,6
Mango,Nueva Ecija,2016,2815.68,6
Mango,Nueva Ecija,2017,2982.5,6
Mango,Nueva Ecija,2018,3083.61,6
Mango,Nueva Ecija,2019,3280.86,6
Mango,Nueva Ecija,2020,3345.44,6
Mango,Nueva Ecija,2021,3559.52,6
Mango,Nueva Ecija,2022,3534.72,6
Mango,Nueva Ecija,2023,3084.77,6
Mango,Nueva Ecija,2024,2875.9,6
Mango,Nueva Vizcaya,2010,1450,6
Mango,Nueva Vizcaya,2011,1511,6
Mango,Nueva Vizcaya,2012,1410,6
Mango,Nueva Vizcaya,2013,1875.41,6
Mango,Nueva Vizcaya,2014,1744.34,6
Mango,Nueva Vizcaya,2015,1640.61,6
