Crop,Province,Year,Volume_Production,Area_Planted_Harvested
Mango,Nueva Vizcaya,2016,1973.28,6
Mango,Nueva Vizcaya,2017,1901.55,6
Mango,Nueva Vizcaya,2018,1836.42,6
Mango,Nueva Vizcaya,2019,1868.99,6
Mango,Nueva Vizcaya,2020,2039.06,6
Mango,Nueva Vizcaya,2021,1874.81,6
Mango,Nueva Vizcaya,2022,1950.08,6
Mango,Nueva Vizcaya,2023,2098.15,6
Mango,Nueva Vizcaya,2024,1983.72,6
Mango,Occidental Mindoro,2010,93.95,6
Mango,Occidental Mindoro,2011,90.18,6
Mango,Occidental Mindoro,2012,85.86,6
Mango,Occidental Mindoro,2013,98.87,6
Mango,Occidental Mindoro,2014,107.92,6
Mango,Occidental Mindoro,2015,106.82,6
Mango,Occidental Mindoro,2016,113.7,6
Mango,Occidental Mindoro,2017,118.77,6
Mango,Occidental Mindoro,2018,120.52,6
Mango,Occidental Mindoro,2019,148.72,6
Mango,Occidental Mindoro,2020,122.5,6
Mango,Occidental Mindoro,2021,165.29,6
Mango,Occidental Mindoro,2022,160.55,6
Mango,Occidental Mindoro,2023,150.95,6
Mango,Occidental Mindoro,2024,10.8,6
Mango,Oriental Mindoro,2010,35.13,6
Mango,Oriental Mindoro,2011,33.97,6
Mango,Oriental Mindoro,2012,32.41,6
Mango,Oriental Mindoro,2013,32.95,6
Mango,Oriental Mindoro,2014,38.24,6
Mango,Oriental Mindoro,2015,46.15,6
Mango,Oriental Mindoro,2016,28.34,6
Mango,Oriental Mindoro,2017,16.43,6
Mango,Oriental Mindoro,2018,16.29,6
Mango,Oriental Mindoro,2019,17.39,6
Mango,Oriental Mindoro,2020,16.21,6
Mango,Oriental Mindoro,2021,12.8,6
Mango,Oriental Mindoro,2022,13.06,6
Mango,Oriental Mindoro,2023,14.34,6
Mango,Oriental Mindoro,2024,33.55,6
Mango,Palawan,2010,1774.67,6
Mango,Palawan,2011,1763.87,6
Mango,Palawan,2012,1764.57,6
Mango,Palawan,2013,1766.03,6
Mango,Palawan,2014,1877.56,6
Mango,Palawan,2015,1934.58,6
Mango,Palawan,2016,1942.21,6
Mango,Palawan,2017,1956.46,6
Mango,Palawan,2018,1962.54,6
Mango,Palawan,2019,1976.49,6
Mango,Palawan,2020,2132.14,6
Mango,Palawan,2021,2214.29,6
Mango,Palawan,2022,1383.67,6
Mango,Palawan,2023,1676.97,6
Mango,Palawan,2024,1574.55,6
Mango,Pampanga,2010,3.8,6
Mango,Pampanga,2011,4,6
Mango,Pampanga,2012,3.7,6
Mango,Pampanga,2013,3.05,6
Mango,Pampanga,2014,2.5,6
Mango,Pampanga,2015,2.65,6
Mango,Pampanga,2016,2.41,6
Mango,Pampanga,2017,2.96,6
Mango,Pampanga,2018,2.92,6
Mango,Pampanga,2019,2.98,6
Mango,Pampanga,2020,2.98,6
Mango,Pampanga,2021,2.86,6
Mango,Pampanga,2022,2.9,6
Mango,Pampanga,2023,17,6
Mango,Pampanga,2024,4.76,6
Mango,Pangasinan,2010,20759.19,6
Mango,Pangasinan,2011,19982.43,6
Mango,Pangasinan,2012,20128.31,6
Mango,Pangasinan,2013,20668.33,6
Mango,Pangasinan,2014,20631.95,6
Mango,Pangasinan,2015,20005.35,6
Mango,Pangasinan,2016,20862.64,6
Mango,Pangasinan,2017,19137.55,6
Mango,Pangasinan,2018,19332.97,6
Mango,Pangasinan,2019,19896.25,6
Mango,Pangasinan,2020,19823,6
Mango,Pangasinan,2021,19579.3,6
Mango,Pangasinan,2022,18672.87,6
Mango,Pangasinan,2023,18693.52,6
Mango,Pangasinan,2024,18726.64,6
Mango,Quezon,2010,385.27,6
Mango,Quezon,2011,406.61,6
Mango,Quezon,2012,405.15,6
Mango,Quezon,2013,527.95,6
Mango,Quezon,2014,616.54,6
Mango,Quezon,2015,307.26,6
Mango,Quezon,2016,189.67,6
Mango,Quezon,2017,197.67,6
Mango,Quezon,2018,182.31,6
Mango,Quezon,2019,180.82,6
Mango,Quezon,2020,176.41,6
Mango,Quezon,2021,173.46,6
Mango,Quezon,2022,170.46,6
Mango,Quezon,2023,328.82,6
Mango,Quezon,2024,0.4,6
Mango,Quirino,2010,2032.5,6
Mango,Quirino,2011,1655.86,6
Mango,Quirino,2013,755,6
Mango,Quirino,2014,827,6
Mango,Quirino,2015,750,6
Mango,Quirino,2016,581.6,6
Mango,Quirino,2017,499.32,6
Mango,Quirino,2018,343.32,6
Mango,Quirino,2019,435.7,6
Mango,Quirino,2020,515.18,6
Mango,Quirino,2021,577.57,6
Mango,Quirino,2022,550.2,6
Mango,Quirino,2023,615.52,6
Mango,Quirino,2024,11.9,6
Mango,Rizal,2010,119.6,6
Mango,Rizal,2011,120.25,6
Mango,Rizal,2012,119,6
Mango,Rizal,2013,114,6
Mango,Rizal,2014,124.3,6
Mango,Rizal,2015,196,6
Mango,Rizal,2016,190.07,6
Mango,Rizal,2017,156.24,6
Mango,Rizal,2018,158.28,6
Mango,Rizal,2019,168.73,6
Mango,Rizal,2020,138.99,6
Mango,Rizal,2021,162.75,6
Mango,Rizal,2022,179.3,6
Mango,Rizal,2023,174.84,6
Mango,Rizal,2024,64.87,6
Mango,Romblon,2010,513.15,6
Mango,Romblon,2011,510.08,6
Mango,Romblon,2012,545.19,6
Mango,Romblon,2013,534.85,6
Mango,Romblon,2014,536.68,6
Mango,Romblon,2015,607.08,6
Mango,Romblon,2016,600.96,6
Mango,Romblon,2017,593.56,6
Mango,Romblon,2018,607.25,6
Mango,Romblon,2019,672.83,6
Mango,Romblon,2020,620.39,6
Mango,Romblon,2021,588.46,6
Mango,Romblon,2022,611.87,6
Mango,Romblon,2023,732.12,6
Mango,Romblon,2024,569.6,6
Mango,Samar,2010,29.76,6
Mango,Samar,2011,29.68,6
Mango,Samar,2012,29.61,6
Mango,Samar,2013,30,6
Mango,Samar,2014,27.81,6
Mango,Samar,2015,28.42,6
Mango,Samar,2016,26.93,6
Mango,Samar,2017,27.55,6
Mango,Samar,2018,27.95,6
Mango,Samar,2019,25.31,6
Mango,Samar,2020,26.48,6
Mango,Samar,2021,29.67,6
Mango,Samar,2022,39.73,6
Mango,Samar,2023,56.47,6
Mango,Samar,2024,6.24,6
Mango,Sarangani,2010,185.2,6
Mango,Sarangani,2011,176.28,6
Mango,Sarangani,2012,178.9,6
Mango,Sarangani,2013,188.25,6
Mango,Sarangani,2014,193.71,6
Mango,Sarangani,2015,201.55,6
Mango,Sarangani,2016,196.5,6
Mango,Sarangani,2017,199.7,6
Mango,Sarangani,2018,199,6
Mango,Sarangani,2019,199.7,6
Mango,Sarangani,2020,192.35,6
Mango,Sarangani,2021,192.75,6
Mango,Sarangani,2022,194.83,6
Mango,Sarangani,2023,177.19,6
Mango,Sarangani,2024,187.04,6
Mango,Siquijor,2010,355.07,6
Mango,Siquijor,2011,274.63,6
Mango,Siquijor,2012,280.61,6
Mango,Siquijor,2013,252.3,6
Mango,Siquijor,2014,267.57,6
Mango,Siquijor,2015,272.72,6
Mango,Siquijor,2016,235.81,6
Mango,Siquijor,2017,209.3,6
Mango,Siquijor,2018,184.59,6
Mango,Siquijor,2019,183.89,6
Mango,Siquijor,2020,199.44,6
Mango,Siquijor,2021,142.09,6
Mango,Siquijor,2022,119.01,6
Mango,Siquijor,2023,141,6
Mango,Siquijor b/,2024,145.44,6
Mango,Sorsogon,2010,239.64,6
Mango,Sorsogon,2011,194.38,6
Mango,Sorsogon,2012,201.31,6
Mango,Sorsogon,2013,216.66,6
Mango,Sorsogon,2014,237.6,6
Mango,Sorsogon,2015,262.52,6
Mango,Sorsogon,2016,235.7,6
Mango,Sorsogon,2017,250.21,6
Mango,Sorsogon,2018,255.45,6
Mango,Sorsogon,2019,253.02,6
Mango,Sorsogon,2020,192.65,6
Mango,Sorsogon,2021,184.39,6
Mango,Sorsogon,2022,122.26,6
Mango,Sorsogon,2023,166.03,6
Mango,South Cotabato,2010,311.16,6
Mango,South Cotabato,2011,272.98,6
Mango,South Cotabato,2012,276.01,6
Mango,South Cotabato,2013,279.63,6
Mango,South Cotabato,2014,330.85,6
Mango,South Cotabato,2015,331.04,6
Mango,South Cotabato,2016,271.14,6
Mango,South Cotabato,2017,254.95,6
Mango,South Cotabato,2018,270.47,6
Mango,South Cotabato,2019,274.36,6
Mango,South Cotabato,2020,281.31,6
Mango,South Cotabato,2021,264.63,6
Mango,South Cotabato,2022,250.76,6
Mango,South Cotabato,2023,282.98,6
Mango,South Cotabato,2024,302.63,6
Mango,Southern Leyte,2010,8.55,6
Mango,Southern Leyte,2011,8.41,6
Mango,Southern Leyte,2012,8.41,6
Mango,Southern Leyte,2013,6.78,6
Mango,Southern Leyte,2014,6.42,6
Mango,Southern Leyte,2015,6.67,6
Mango,Southern Leyte,2016,6.67,6
Mango,Southern Leyte,2017,6.55,6
Mango,Southern Leyte,2018,6.83,6
Mango,Southern Leyte,2019,7.1,6
Mango,Southern Leyte,2020,7.18,6
Mango,Southern Leyte,2021,7.31,6
Mango,Southern Leyte,2022,3.65,6
Mango,Southern Leyte,2023,4.26,6
Mango,Southern Leyte,2024,0.38,6
Mango,Sultan Kudarat,2010,118.8,6
Mango,Sultan Kudarat,2011,121.57,6
Mango,Sultan Kudarat,2012,120.78,6
Mango,Sultan Kudarat,2013,126.63,6
Mango,Sultan Kudarat,2014,132.94,6
Mango,Sultan Kudarat,2015,137.52,6
Mango,Sultan Kudarat,2016,139.2,6
Mango,Sultan Kudarat,2017,152.94,6
Mango,Sultan Kudarat,2018,158.2,6
Mango,Sultan Kudarat,2019,164.68,6
Mango,Sultan Kudarat,2020,146.82,6
Mango,Sultan Kudarat,2021,130.4,6
Mango,Sultan Kudarat,2022,121.32,6
Mango,Sultan Kudarat,2023,127,6
Mango,Sultan Kudarat,2024,125.55,6
Mango,Sulu,2010,6969.5,6
Mango,Sulu,2011,5333,6
Mango,Sulu,2012,1933.4,6
Mango,Sulu,2013,1803.9,6
Mango,Sulu,2014,1834.15,6
Mango,Sulu,2015,1940.5,6
Mango,Sulu,2016,1777.1,6
Mango,Sulu,2017,1592.22,6
Mango,Sulu,2018,1687.7,6
Mango,Sulu,2019,1690.56,6
Mango,Sulu,2020,1696.22,6
Mango,Sulu,2021,1698.65,6
Mango,Sulu,2022,1705.18,6
Mango,Sulu,2023,1697.95,6
Mango,Sulu,2024,1710.18,6
Mango,Surigao del Norte,2010,279.6,6
Mango,Surigao del Norte,2011,223.51,6
Mango,Surigao del Norte,2012,111,6
Mango,Surigao del Norte,2013,138.15,6
Mango,Surigao del Norte,2014,109.27,6
Mango,Surigao del Norte,2015,102.29,6
Mango,Surigao del Norte,2016,95.15,6
Mango,Surigao del Norte,2017,92.6,6
Mango,Surigao del Norte,2018,107.4,6
Mango,Surigao del Norte,2019,100.32,6
Mango,Surigao del Norte,2020,79.28,6
Mango,Surigao del Norte,2021,70.55,6
Mango,Surigao del Norte,2022,53.9,6
Mango,Surigao del Norte,2023,43.09,6
Mango,Surigao del Norte,2024,31.82,6
Mango,Surigao del Sur,2010,474.2,6
Mango,Surigao del Sur,2011,455.71,6
Mango,Surigao del Sur,2012,489.05,6
Mango,Surigao del Sur,2013,554.51,6
Mango,Surigao del Sur,2014,532,6
Mango,Surigao del Sur,2015,526.76,6
Mango,Surigao del Sur,2016,501.7,6
Mango,Surigao del Sur,2017,534.94,6
Mango,Surigao del Sur,2018,500.31,6
Mango,Surigao del Sur,2019,511.9,6
Mango,Surigao del Sur,2020,520.67,6
Mango,Surigao del Sur,2021,479.26,6
Mango,Surigao del Sur,2022,264.35,6
Mango,Surigao del Sur,2023,243.5,6
Mango,Surigao del Sur,2024,199.94,6
Mango,Tarlac,2010,20.18,6
Mango,Tarlac,2011,21.26,6
Mango,Tarlac,2012,21.33,6
Mango,Tarlac,2013,21.99,6
Mango,Tarlac,2014,20.66,6
Mango,Tarlac,2015,19.95,6
Mango,Tarlac,2016,19.56,6
Mango,Tarlac,2017,20.35,6
Mango,Tarlac,2018,15.84,6
Mango,Tarlac,2019,16.2,6
Mango,Tarlac,2020,23.66,6
Mango,Tarlac,2021,18.45,6
Mango,Tarlac,2022,13.58,6
Mango,Tarlac,2023,12.63,6
Mango,Tarlac,2024,15.33,6
Mango,Tawi-tawi,2010,477.46,6
Mango,Tawi-tawi,2011,443.53,6
Mango,Tawi-tawi,2012,443.58,6
Mango,Tawi-tawi,2013,439.75,6
Mango,Tawi-tawi,2014,471.2,6
Mango,Tawi-tawi,2015,478.75,6
Mango,Tawi-tawi,2016,481.02,6
Mango,Tawi-tawi,2017,479.78,6
Mango,Tawi-tawi,2018,478.5,6
Mango,Tawi-tawi,2019,496.63,6
Mango,Tawi-tawi,2020,489.56,6
Mango,Tawi-tawi,2021,487.8,6
Mango,Tawi-tawi,2022,475.74,6
Mango,Tawi-tawi,2023,474.81,6
Mango,Tawi-tawi,2024,469.9,6
Mango,Zambales,2010,1245.37,6
Mango,Zambales,2011,1290.25,6
Mango,Zambales,2012,1123.17,6
Mango,Zambales,2013,2310.51,6
Mango,Zambales,2014,3265.01,6
Mango,Zambales,2015,4743.44,6
Mango,Zambales,2016,3129.67,6
Mango,Zambales,2017,2788.18,6
Mango,Zambales,2018,2486.44,6
Mango,Zambales,2019,2086.92,6
Mango,Zambales,2020,1900.78,6
Mango,Zambales,2021,1681.99,6
Mango,Zambales,2022,1628.77,6
Mango,Zambales,2023,1313.54,6
Mango,Zambales,2024,1157.45,6
Mango,Zamboanga Sibugay,2010,437.68,6
Mango,Zamboanga Sibugay,2011,408.19,6
Mango,Zamboanga Sibugay,2012,417.03,6
Mango,Zamboanga Sibugay,2013,457.24,6
Mango,Zamboanga Sibugay,2014,892.75,6
Mango,Zamboanga Sibugay,2015,1180.77,6
Mango,Zamboanga Sibugay,2016,1268.2,6
Mango,Zamboanga Sibugay,2017,1380.97,6
Mango,Zamboanga Sibugay,2018,1340.25,6
Mango,Zamboanga Sibugay,2019,1527.76,6
Mango,Zamboanga Sibugay,2020,1556.68,6
Mango,Zamboanga Sibugay,2021,1605.8,6
Mango,Zamboanga Sibugay,2022,1746.67,6
Mango,Zamboanga Sibugay,2023,1616.56,6
Mango,Zamboanga Sibugay,2024,1606.04,6
Mango,Zamboanga del Norte,2010,6989.95,6
Mango,Zamboanga del Norte,2011,7442.11,6
Mango,Zamboanga del Norte,2012,7977.18,6
Mango,Zamboanga del Norte,2013,8513.38,6
Mango,Zamboanga del Norte,2014,10390.04,6
Mango,Zamboanga del Norte,2015,11737.98,6
Mango,Zamboanga del Norte,2016,11079.02,6
Mango,Zamboanga del Norte,2017,8289.97,6
Mango,Zamboanga del Norte,2018,9047.78,6
Mango,Zamboanga del Norte,2019,9826.99,6
Mango,Zamboanga del Norte,2020,9148.25,6
Mango,Zamboanga del Norte,2021,8575.81,6
Mango,Zamboanga del Norte,2022,8054.11,6
Mango,Zamboanga del Norte,2023,10018.3,6
Mango,Zamboanga del Norte,2024,8668.97,6
Mango,Zamboanga del Sur,2010,1925.06,6
Mango,Zamboanga del Sur,2011,1802.24,6
Mango,Zamboanga del Sur,2012,1736.25,6
Mango,Zamboanga del Sur,2013,1934.4,6
Mango,Zamboanga del Sur,2014,3372.48,6
Mango,Zamboanga del Sur,2015,3399.93,6
Mango,Zamboanga del Sur,2016,3558.67,6
Mango,Zamboanga del Sur,2017,2785.46,6
Mango,Zamboanga del Sur,2018,2830.89,6
Mango,Zamboanga del Sur,2019,2999.62,6
Mango,Zamboanga del Sur,2020,3166.11,6
Mango,Zamboanga del Sur,2021,3063.49,6
Mango,Zamboanga del Sur,2022,2940.83,6
Mango,Zamboanga del Sur,2023,5540.73,6
Mango,Zamboanga del Sur,2024,5420.78,6
Mango,Agusan del Norte,2023,0.78,6
Mango,Agusan del Norte,2024,0.4,6
Mango,Aklan,2010,25.69,6
Mango,Aklan,2011,44.1,6
Mango,Aklan,2012,47.7,6
Mango,Aklan,2013,73.2,6
Mango,Aklan,2014,91.73,6
Mango,Aklan,2015,102.14,6
Mango,Aklan,2016,110.18,6
Mango,Aklan,2017,107.55,6
Mango,Aklan,2018,109.31,6
Mango,Aklan,2019,109.11,6
Mango,Aklan,2020,104.08,6
Mango,Aklan,2021,126.57,6
Mango,Aklan,2022,120.3,6
Mango,Aklan,2023,119.2,6
Mango,Aklan,2024,121.97,6
Mango,Albay,2014,0.07,6
Mango,Albay,2015,0.06,6
Mango,Albay,2016,0.07,6
Mango,Albay,2017,0.06,6
Mango,Albay,2018,0.07,6
Mango,Albay,2019,0.08,6
Mango,Albay,2020,0.07,6
Mango,Albay,2021,0.05,6
Mango,Albay,2022,0.04,6
Mango,Albay,2023,0.03,6
Mango,Albay,2024,3.31,6
Mango,Antique,2024,0.05,6
Mango,Aurora,2023,3.18,6
Mango,Basilan,2010,70.78,6
Mango,Basilan,2011,68.32,6
Mango,Basilan,2012,66.33,6
Mango,Basilan,2013,62.26,6
Mango,Basilan,2014,62.5,6
Mango,Basilan,2015,64.59,6
Mango,Basilan,2016,59.3,6
Mango,Basilan,2017,54.81,6
Mango,Basilan,2018,55.55,6
Mango,Basilan,2019,60.36,6
Mango,Basilan,2020,61.74,6
Mango,Basilan,2021,63.1,6
Mango,Basilan,2022,64.42,6
Mango,Basilan,2023,64.42,6
Mango,Basilan,2024,0.28,6
Mango,Bataan,2010,2606,6
Mango,Bataan,2011,2401,6
Mango,Bataan,2012,2200,6
Mango,Bataan,2013,1880,6
Mango,Bataan,2014,1950,6
Mango,Bataan,2015,1785,6
Mango,Bataan,2016,1675,6
Mango,Bataan,2017,1750.9,6
Mango,Bataan,2018,983.48,6
Mango,Bataan,2019,1023.11,6
Mango,Bataan,2020,1024.13,6
Mango,Bataan,2021,1105.04,6
Mango,Bataan,2022,1169.92,6
Mango,Bataan,2023,1263.47,6
Mango,Bataan,2024,1479.58,6
Mango,Batanes,2012,50.8,6
Mango,Batanes,2013,51.59,6
Mango,Batanes,2014,35.06,6
Mango,Batanes,2015,14.46,6
Mango,Batanes,2016,3.12,6
Mango,Batanes,2017,0.15,6
Mango,Batanes,2018,0.18,6
Mango,Batanes,2019,0.15,6
Mango,Batanes,2020,0.15,6
Mango,Batanes,2021,0.09,6
Mango,Batanes,2022,0.02,6
Mango,Batanes,2023,0.15,6
Mango,Batanes,2024,0.18,6
Mango,Batangas,2010,4807.47,6
Mango,Batangas,2011,5007,6
Mango,Batangas,2012,3504,6
Mango,Batangas,2013,3303.5,6
Mango,Batangas,2014,3502,6
Mango,Batangas,2015,3273.7,6
Mango,Batangas,2016,2389.5,6
Mango,Batangas,2017,1792.06,6
Mango,Batangas,2018,2265.61,6
Mango,Batangas,2019,3028.28,6
Mango,Batangas,2020,2869.93,6
Mango,Batangas,2021,3443.05,6
Mango,Batangas,2022,3664.79,6
Mango,Batangas,2023,4062.43,6
Mango,Batangas,2024,3657.43,6
Mango,Biliran,2010,11.77,6
Mango,Biliran,2011,11.51,6
Mango,Biliran,2012,11.52,6
Mango,Biliran,2013,11.19,6
Mango,Biliran,2014,9.21,6
Mango,Biliran,2015,9.24,6
Mango,Biliran,2016,10.98,6
Mango,Biliran,2017,8.9,6
Mango,Biliran,2018,9.22,6
Mango,Biliran,2019,9.44,6
Mango,Biliran,2020,9.24,6
Mango,Biliran,2021,0.37,6
Mango,Biliran,2022,0.05,6
Mango,Biliran,2024,0.03,6
Mango,Bohol,2010,66.66,6
Mango,Bohol,2011,63.33,6
Mango,Bohol,2012,64.2,6
Mango,Bohol,2013,63.99,6
Mango,Bohol,2014,85.81,6
Mango,Bohol,2015,108.3,6
Mango,Bohol,2016,77.4,6
Mango,Bohol,2017,67.55,6
Mango,Bohol,2018,63.55,6
Mango,Bohol,2019,94.4,6
Mango,Bohol,2020,25.7,6
Mango,Bohol,2021,18.4,6
Mango,Bohol,2022,5.56,6
Mango,Bohol,2023,9.34,6
Mango,Bohol,2024,84.35,6
Mango,Bukidnon,2010,41.5,6
Mango,Bukidnon,2011,32,6
Mango,Bukidnon,2012,27.5,6
Mango,Bukidnon,2013,22.3,6
Mango,Bukidnon,2014,16,6
Mango,Bukidnon,2015,13.35,6
Mango,Bukidnon,2016,14.1,6
Mango,Bukidnon,2017,13.4,6
Mango,Bukidnon,2018,15,6
Mango,Bukidnon,2019,13.07,6
Mango,Bukidnon,2020,13.53,6
Mango,Bukidnon,2021,13.3,6
Mango,Bukidnon,2022,12.3,6
Mango,Bukidnon,2023,12.7,6
Mango,Bukidnon,2024,13.23,6
Mango,Bulacan,2010,1193,6
Mango,Bulacan,2011,938,6
Mango,Bulacan,2012,750,6
Mango,Bulacan,2013,1026,6
Mango,Bulacan,2014,1000,6
Mango,Bulacan,2015,1012,6
Mango,Bulacan,2016,997,6
Mango,Bulacan,2017,1019,6
Mango,Bulacan,2018,1003.75,6
Mango,Bulacan,2019,1039.03,6
Mango,Bulacan,2020,802.01,6
Mango,Bulacan,2021,754.15,6
Mango,Bulacan,2022,826.15,6
Mango,Bulacan,2023,977.87,6
Mango,Bulacan,2024,968.91,6
Mango,Cagayan,2010,22.85,6
Mango,Cagayan,2011,24.59,6
Mango,Cagayan,2012,19.57,6
Mango,Cagayan,2013,18.77,6
Mango,Cagayan,2014,15.83,6
Mango,Cagayan,2015,13.28,6
Mango,Cagayan,2016,9.5,6
Mango,Cagayan,2017,5.2,6
Mango,Cagayan,2018,5.72,6
Mango,Cagayan,2019,3.71,6
Mango,Cagayan,2020,1.58,6
Mango,Cagayan,2021,1.58,6
Mango,Cagayan,2022,1.25,6
Mango,Cagayan,2023,1.15,6
Mango,Cagayan,2024,1.2,6
Mango,Camarines Sur,2010,5,6
Mango,Camarines Sur,2011,3.81,6
Mango,Camarines Sur,2012,3.96,6
Mango,Camarines Sur,2013,4.42,6
Mango,Camarines Sur,2014,5.08,6
Mango,Camarines Sur,2015,5.18,6
Mango,Camarines Sur,2016,6.88,6
Mango,Camarines Sur,2017,5.31,6
Mango,Camarines Sur,2018,7.81,6
Mango,Camarines Sur,2019,12.3,6
Mango,Camarines Sur,2020,12.16,6
Mango,Camarines Sur,2021,2.27,6
Mango,Camarines Sur,2022,2.97,6
Mango,Camarines Sur,2023,2.88,6
Mango,Camarines Sur,2024,26.99,6
Mango,Camiguin,2023,2.5,6
Mango,Camiguin,2024,2.65,6
Mango,Capiz,2010,54.38,6
Mango,Capiz,2011,53.25,6
Mango,Capiz,2012,53.1,6
Mango,Capiz,2013,53.73,6
Mango,Capiz,2014,19.75,6
Mango,Capiz,2015,28.65,6
Mango,Capiz,2016,27.15,6
Mango,Capiz,2017,26.11,6
Mango,Capiz,2018,23.5,6
Mango,Capiz,2019,41.14,6
Mango,Capiz,2020,36.43,6
Mango,Capiz,2021,31.92,6
Mango,Capiz,2022,31.04,6
Mango,Capiz,2023,29.74,6
Mango,Capiz,2024,47.74,6
Mango,Cavite,2010,2258.45,6
Mango,Cavite,2011,2202.1,6
Mango,Cavite,2012,1730,6
Mango,Cavite,2013,1638,6
Mango,Cavite,2014,1656.8,6
Mango,Cavite,2015,1497.38,6
Mango,Cavite,2016,1287.37,6
Mango,Cavite,2017,828.91,6
Mango,Cavite,2018,1073.63,6
Mango,Cavite,2019,1019.3,6
Mango,Cavite,2020,1139.64,6
Mango,Cavite,2021,1068.11,6
Mango,Cavite,2022,1133.05,6
Mango,Cavite,2023,901.58,6
Mango,Cavite,2024,884.8,6
Mango,Cebu,2023,12.09,6
Mango,Cebu,2024,12.26,6
Mango,City of Davao,2010,1232.11,6
Mango,City of Davao,2011,920.3,6
Mango,City of Davao,2012,772.05,6
Mango,City of Davao,2013,736.02,6
Mango,City of Davao,2014,740,6
Mango,City of Davao,2015,761.77,6
Mango,City of Davao,2016,750.87,6
Mango,City of Davao,2017,741.1,6
Mango,City of Davao,2018,740.95,6
Mango,City of Davao,2019,743.48,6
Mango,City of Davao,2020,748.07,6
Mango,City of Davao,2021,735.41,6
Mango,City of Davao,2022,692.67,6
Mango,City of Zamboanga,2010,542.9,6
Mango,City of Zamboanga,2011,531.97,6
Mango,City of Zamboanga,2012,495.32,6
Mango,City of Zamboanga,2013,492.54,6
Mango,City of Zamboanga,2014,497.91,6
Mango,City of Zamboanga,2015,482.4,6
Mango,City of Zamboanga,2016,466.32,6
Mango,City of Zamboanga,2017,453.13,6
Mango,City of Zamboanga,2018,464.07,6
Mango,City of Zamboanga,2019,456.43,6
Mango,City of Zamboanga,2020,450.59,6
Mango,City of Zamboanga,2021,419.71,6
Mango,City of Zamboanga,2022,412.76,6
Mango,Cotabato,2010,4568.96,6
Mango,Cotabato,2011,4360.01,6
Mango,Cotabato,2012,4188,6
Mango,Cotabato,2013,4198.39,6
Mango,Cotabato,2014,4276.89,6
Mango,Cotabato,2015,4071.74,6
Mango,Cotabato,2016,3609.48,6
Mango,Cotabato,2017,3634.18,6
Mango,Cotabato,2018,4270.35,6
Mango,Cotabato,2019,4743.89,6
Mango,Cotabato,2020,5109.6,6
Mango,Cotabato,2021,4589.88,6
Mango,Cotabato,2022,889.22,6
Mango,Cotabato,2023,882.11,6
Mango,Cotabato,2024,949.93,6
Mango,Davao Occidental,2020,2.57,6
Mango,Davao Occidental,2021,2.61,6
Mango,Davao Occidental,2022,2.66,6
Mango,Davao Occidental,2023,2.38,6
Mango,Davao Occidental,2024,2.29,6
Mango,Davao Oriental,2010,139.75,6
Mango,Davao Oriental,2011,162.46,6
Mango,Davao Oriental,2012,245.85,6
Mango,Davao Oriental,2013,254.18,6
Mango,Davao Oriental,2014,266.04,6
Mango,Davao Oriental,2015,309.05,6
Mango,Davao Oriental,2016,307.19,6
Mango,Davao Oriental,2017,309.08,6
Mango,Davao Oriental,2018,314.21,6
Mango,Davao Oriental,2019,312.51,6
Mango,Davao Oriental,2020,304.86,6
Mango,Davao Oriental,2021,300.51,6
Mango,Davao Oriental,2022,295.13,6
Mango,Davao Oriental,2023,288.18,6
Mango,Davao Oriental,2024,270.02,6
Mango,Davao de Oro,2010,107.65,6
Mango,Davao de Oro,2011,59.45,6
Mango,Davao de Oro,2012,44.03,6
Mango,Davao de Oro,2013,27.8,6
Mango,Davao de Oro,2014,38.09,6
Mango,Davao de Oro,2015,42.12,6
Mango,Davao de Oro,2016,36.78,6
Mango,Davao de Oro,2017,17.79,6
Mango,Davao de Oro,2018,15.75,6
Mango,Davao de Oro,2019,14.68,6
Mango,Davao de Oro,2020,14.02,6
Mango,Davao de Oro,2021,14.48,6
Mango,Davao de Oro,2022,14.02,6
Mango,Davao de Oro,2023,12.67,6
Mango,Davao de Oro,2024,12.24,6
Mango,Davao del Norte,2010,525.9,6
Mango,Davao del Norte,2011,521.7,6
Mango,Davao del Norte,2012,525.77,6
Mango,Davao del Norte,2013,525.98,6
Mango,Davao del Norte,2014,536.38,6
Mango,Davao del Norte,2015,567.96,6
Mango,Davao del Norte,2016,563.08,6
Mango,Davao del Norte,2017,551.39,6
Mango,Davao del Norte,2018,546.27,6
Mango,Davao del Norte,2019,535.96,6
Mango,Davao del Norte,2020,546.16,6
Mango,Davao del Norte,2021,534.35,6
Mango,Davao del Norte,2022,517.04,6
Mango,Davao del Norte,2023,510.34,6
Mango,Davao del Norte,2024,529.45,6
Mango,Davao del Sur,2010,566.63,6
Mango,Davao del Sur,2011,524.29,6
Mango,Davao del Sur,2012,539.99,6
Mango,Davao del Sur,2013,565.63,6
Mango,Davao del Sur,2014,692.11,6
Mango,Davao del Sur,2015,686.1,6
Mango,Davao del Sur,2016,682.04,6
Mango,Davao del Sur,2017,676.4,6
Mango,Davao del Sur,2018,677.84,6
Mango,Davao del Sur,2019,668.35,6
Mango,Davao del Sur,2020,668.3,6
Mango,Davao del Sur,2021,666.75,6
Mango,Davao del Sur,2022,665,6
Mango,Davao del Sur,2023,1327.49,6
